facine3,renthog,renthog1,bage,homeowner,worker,young,sex,class,actreales,riquezanet,sv_year
15513.8502658221,27108,Middle,35-44,Homeowner,Worker,Not-Young,Man,worker,121279.8,125204,2008
5318.32708515542,20381.2,Middle,75,Homeowner,Non-Worker,Not-Young,Women,inactive,90152,90552,2008
3998.39263735142,17670.4,Low,75,Homeowner,Worker,Not-Young,Women,retired,480810,592701,2008
4807.48113185833,15250.76,Low,35-44,Non-Owner,Worker,Not-Young,Man,worker,54091,53391,2008
1995.06221770817,22590,Middle,0-34,Homeowner,Worker,Young,Women,worker,85253,87253,2008
264.821165544551,31124,Middle,0-34,Non-Owner,Worker,Young,Women,worker,0,11200,2008
97.7593449754166,11003.84,Low,75,Homeowner,Worker,Not-Young,Man,retired,300506,356716,2008
4708.87593303524,112950,High,54-65,Homeowner,Worker,Not-Young,Man,retired,610000,737025,2008
5518.50250315141,14056,Low,75,Homeowner,Worker,Not-Young,Women,retired,150253,146453,2008
10284.281397111,42870.8,Middle,35-44,Homeowner,Worker,Not-Young,Man,worker,15801,6801,2008
4304.7320226852,38152,Middle,75,Homeowner,Worker,Not-Young,Man,retired,120202,120702,2008
3135.80376058514,13052,Low,54-65,Homeowner,Worker,Not-Young,Women,inactive,160230.4,165230.4,2008
4458.14754871359,23192.4,Middle,54-65,Homeowner,Worker,Not-Young,Women,inactive,96162,97123.2,2008
97.7593449754166,16264.8,Low,65-75,Homeowner,Non-Worker,Not-Young,Women,inactive,390658,452658,2008
1597.01480871086,70615.9384,Middle,65-75,Homeowner,Worker,Not-Young,Man,self-employed,126213,257563.8,2008
78.0500692612097,15222.4472,Low,45-54,Homeowner,Worker,Not-Young,Man,worker,240405,244011,2008
515.404970734782,70280,Middle,65-75,Homeowner,Non-Worker,Not-Young,Man,retired,2313896,2344833.6,2008
4522.00201216439,30019.6,Middle,45-54,Non-Owner,Worker,Not-Young,Man,worker,0,15000,2008
4195.80657853794,30580.0328,Middle,65-75,Homeowner,Worker,Not-Young,Man,retired,480810,494410,2008
3679.90698446928,18517.1736,Low,75,Homeowner,Non-Worker,Not-Young,Women,inactive,601012,651012,2008
373.002819563219,11546,Low,75,Homeowner,Worker,Not-Young,Women,inactive,270456,287456,2008
2457.01085406954,25501.6,Middle,54-65,Homeowner,Worker,Not-Young,Women,self-employed,87000,52060,2008
1915.33951213979,4309.168,Low,65-75,Homeowner,Worker,Not-Young,Women,retired,236350.6,709042.6,2008
1388.70703607778,39798.56,Middle,54-65,Homeowner,Worker,Not-Young,Man,retired,336567,363582,2008
2507.18180857292,7730.8,Low,65-75,Homeowner,Worker,Not-Young,Man,retired,180303,183308,2008
4381.41342053519,41215.204,Middle,54-65,Homeowner,Non-Worker,Not-Young,Women,inactive,345582,386337.2,2008
2551.05077998944,0,Low,0-34,Non-Owner,Worker,Young,Women,inactive,0,0,2008
10293.9418020054,26963.8256,Middle,65-75,Homeowner,Worker,Not-Young,Women,worker,2e+05,198600,2008
333.41116256678,9839.2,Low,65-75,Homeowner,Non-Worker,Not-Young,Women,inactive,240405,240655,2008
261.201713725556,46686,Middle,54-65,Homeowner,Worker,Not-Young,Man,worker,548424,987162,2008
5610.91521161017,64256,Middle,54-65,Homeowner,Worker,Not-Young,Man,retired,5e+05,681526.4,2008
2278.64105772593,11044,Low,65-75,Homeowner,Non-Worker,Not-Young,Women,retired,60101,60101,2008
245.685017821063,59236,Middle,75,Homeowner,Non-Worker,Not-Young,Women,retired,1120202,1330202,2008
42.1288520194448,37663.052,Middle,75,Homeowner,Worker,Not-Young,Man,retired,5e+05,530652,2008
5044.26666194727,27128.08,Middle,35-44,Homeowner,Worker,Not-Young,Women,worker,-4373.6,-173.599999999999,2008
21.6319121360766,321280,High,65-75,Homeowner,Non-Worker,Not-Young,Man,retired,5649514,19263514,2008
128.198706164559,146985.6,High,54-65,Homeowner,Worker,Not-Young,Man,capitalist,3108214.1,4218125.1,2008
3982.16855029292,36947.2,Middle,35-44,Non-Owner,Worker,Not-Young,Man,worker,133223,131023,2008
2781.57825052423,19226.6,Low,54-65,Homeowner,Worker,Not-Young,Women,worker,3e+05,315500,2008
37.5292019162704,54276.6416,Middle,75,Homeowner,Non-Worker,Not-Young,Man,retired,1863994,4051994,2008
3105.745177469,5020,Low,65-75,Homeowner,Non-Worker,Not-Young,Women,inactive,108182,108382,2008
130.312776403548,68342.28,Middle,65-75,Homeowner,Worker,Not-Young,Man,retired,691164,753764,2008
1168.10265975622,84938.4,High,45-54,Non-Owner,Worker,Not-Young,Man,retired,-15959.5,-7843.5,2008
2632.45985519907,11044,Low,0-34,Non-Owner,Worker,Young,Women,worker,0,0,2008
1931.56149062713,62850.4,Middle,45-54,Homeowner,Non-Worker,Not-Young,Man,capitalist,669316,2025413,2008
5579.04717214742,28112,Middle,65-75,Homeowner,Worker,Not-Young,Man,retired,270455,273902.8,2008
207.556267107923,45180,Middle,45-54,Homeowner,Worker,Not-Young,Women,worker,540911,628352.4,2008
226.423682230255,33761.1064,Middle,54-65,Homeowner,Worker,Not-Young,Women,retired,300506,331419.8,2008
4381.39257052294,16666.4,Low,45-54,Non-Owner,Worker,Not-Young,Man,worker,0,35000,2008
245.685017821063,235922.932,High,65-75,Homeowner,Non-Worker,Not-Young,Man,retired,396668,839668,2008
2902.98471495995,39125.88,Middle,65-75,Homeowner,Worker,Not-Young,Man,self-employed,1472479.5,1688241.5,2008
10880.6516173076,50391.3624,Middle,45-54,Homeowner,Worker,Not-Young,Women,capitalist,497117.8,593359.8,2008
5612.65292363367,31324.8,Middle,45-54,Homeowner,Worker,Not-Young,Man,worker,210152,240152,2008
75.3399201491473,15623.6456,Low,65-75,Homeowner,Non-Worker,Not-Young,Women,inactive,480841,496606,2008
3659.38752686559,71083.2,Middle,35-44,Homeowner,Worker,Not-Young,Man,worker,901518,927639.4,2008
55.8684653519187,41666,Middle,54-65,Homeowner,Non-Worker,Not-Young,Man,capitalist,159268.25,403390.05,2008
36.0427518264683,103123.6512,High,75,Homeowner,Worker,Not-Young,Man,retired,2124767.1,3606157.5,2008
119.612435751442,29653.14,Middle,75,Homeowner,Non-Worker,Not-Young,Man,retired,1111872,1436394,2008
3688.88282798596,14457.6,Low,54-65,Homeowner,Worker,Not-Young,Man,inactive,150000,149200,2008
17719.6497266086,122128.3672,High,45-54,Homeowner,Worker,Not-Young,Women,worker,197696.218,251837.218,2008
84.2659315265689,100701.2,High,54-65,Homeowner,Non-Worker,Not-Young,Man,capitalist,360607,622753,2008
698.232556634467,6024,Low,45-54,Homeowner,Worker,Not-Young,Women,worker,120202,122306.8,2008
123.144892061748,57167.76,Middle,65-75,Homeowner,Worker,Not-Young,Man,retired,732844,742004,2008
3394.86591206224,7530,Low,65-75,Homeowner,Non-Worker,Not-Young,Man,retired,114193,116944.6,2008
144.922809970269,608439.06,High,65-75,Homeowner,Non-Worker,Not-Young,Man,retired,1021721,2680513,2008
115.660757181392,83332,High,54-65,Homeowner,Non-Worker,Not-Young,Man,self-employed,1209328,3167117,2008
501.303705011638,127140.536,High,65-75,Homeowner,Worker,Not-Young,Man,self-employed,480810,712962,2008
7285.58970259432,16666.4,Low,54-65,Homeowner,Worker,Not-Young,Man,worker,85202,85202,2008
11.7776870567611,129117.412,High,65-75,Homeowner,Non-Worker,Not-Young,Man,capitalist,2223745,65607443,2008
27.5935354338544,30506.3392,Middle,54-65,Homeowner,Non-Worker,Not-Young,Women,inactive,781315,1714011,2008
642.279423642138,21084,Middle,75,Homeowner,Non-Worker,Not-Young,Women,inactive,474800,599840,2008
150.205624649923,124295.2,High,54-65,Homeowner,Worker,Not-Young,Man,worker,2010783,2127983,2008
212.628906332488,60240,Middle,54-65,Homeowner,Non-Worker,Not-Young,Women,self-employed,1129903,1346186.8,2008
1266.96891042196,34136,Middle,45-54,Homeowner,Worker,Not-Young,Man,worker,300506,315827.2,2008
133.052848103995,26037.9368,Middle,54-65,Homeowner,Non-Worker,Not-Young,Man,retired,1108406,1172511.2,2008
2939.38580384076,16566,Low,54-65,Homeowner,Worker,Not-Young,Man,inactive,360607,382607,2008
4549.12570143895,14407.4,Low,0-34,Non-Owner,Worker,Young,Women,inactive,0,800,2008
2549.3021125248,8433.6,Low,75,Homeowner,Non-Worker,Not-Young,Women,inactive,120202,125177,2008
3763.31103495011,17809.5544,Low,65-75,Homeowner,Worker,Not-Young,Man,retired,198334,222859,2008
84.2659315265689,64126.484,Middle,54-65,Non-Owner,Worker,Not-Young,Man,retired,31426.784,1868650.184,2008
82.4788023708461,101906,High,35-44,Non-Owner,Worker,Not-Young,Man,worker,0,35000,2008
144.922809970269,602.4,Low,75,Homeowner,Non-Worker,Not-Young,Man,inactive,480810,501840,2008
2690.82503123432,13023.888,Low,54-65,Homeowner,Worker,Not-Young,Man,inactive,210354,217354,2008
538.918457266789,11609.8544,Low,35-44,Non-Owner,Non-Worker,Not-Young,Women,self-employed,0,2177.2,2008
1077.59299627496,35306.4632,Middle,0-34,Homeowner,Worker,Young,Women,worker,180304,293873.6,2008
4299.7371680045,12550,Low,35-44,Non-Owner,Worker,Not-Young,Women,inactive,0,-6049.2,2008
2408.99287554705,19477.6,Low,54-65,Homeowner,Worker,Not-Young,Man,worker,240405,201335,2008
4288.90657899693,32228.4,Middle,35-44,Homeowner,Worker,Not-Young,Man,worker,165304,214804,2008
2596.84548374292,29919.2,Middle,45-54,Homeowner,Worker,Not-Young,Women,inactive,67416,57576,2008
1147.29248833105,20080,Middle,54-65,Homeowner,Worker,Not-Young,Man,inactive,138233,135733,2008
5592.83035240983,2510,Low,35-44,Homeowner,Worker,Not-Young,Women,inactive,252425,252425,2008
362.44083407543,22088,Middle,45-54,Homeowner,Worker,Not-Young,Man,self-employed,140253,165253,2008
2190.43295175038,8823.152,Low,65-75,Homeowner,Non-Worker,Not-Young,Women,inactive,240405,243405,2008
5849.85436833046,45380.8,Middle,45-54,Homeowner,Worker,Not-Young,Man,self-employed,370000,495000,2008
4003.24244353133,33734.4,Middle,45-54,Homeowner,Non-Worker,Not-Young,Women,capitalist,335506,1060006,2008
1493.27837397471,17620.2,Low,65-75,Homeowner,Worker,Not-Young,Women,inactive,180304,294466,2008
22.2837075004974,49196,Middle,75,Non-Owner,Non-Worker,Not-Young,Women,inactive,240405,1404195,2008
112.558615424976,98392,High,54-65,Homeowner,Non-Worker,Not-Young,Man,capitalist,468790,963108,2008
259.440218248169,101203.2,High,54-65,Homeowner,Worker,Not-Young,Women,worker,826391.5,917891.5,2008
2391.47341644649,43941.6664,Middle,75,Homeowner,Worker,Not-Young,Man,retired,125010,140035,2008
117.040927309577,47342.0136,Middle,75,Homeowner,Worker,Not-Young,Man,retired,775306,1072756,2008
1777.10547085006,32429.2,Middle,65-75,Homeowner,Worker,Not-Young,Man,retired,330000,354055,2008
692.679196502008,102006.4,High,65-75,Homeowner,Worker,Not-Young,Man,retired,766290.5,1150897.5,2008
2594.2315313887,29736.8736,Middle,75,Homeowner,Worker,Not-Young,Man,retired,150253,155671,2008
3141.66363472053,7871.36,Low,54-65,Homeowner,Worker,Not-Young,Women,inactive,276466,277466,2008
619.113143978443,9236.8,Low,75,Non-Owner,Non-Worker,Not-Young,Women,inactive,0,1800,2008
14339.6232960748,42168,Middle,45-54,Homeowner,Worker,Not-Young,Man,worker,421405,433405,2008
5525.16098040088,0,Low,45-54,Non-Owner,Worker,Not-Young,Women,worker,0,2553.6,2008
3086.03218847299,82847.4696,High,45-54,Homeowner,Worker,Not-Young,Man,manager,52374,-1626,2008
3800.55928813335,70619.1512,Middle,45-54,Homeowner,Worker,Not-Young,Women,inactive,520000,638067.2,2008
1240.06798938095,16735.676,Low,54-65,Homeowner,Worker,Not-Young,Man,inactive,480810,487463.2,2008
5151.25145409717,35983.36,Middle,75,Homeowner,Worker,Not-Young,Man,retired,440506,799506,2008
13853.4462339229,12550,Low,0-34,Homeowner,Worker,Young,Women,inactive,144243,148143,2008
8756.54129209409,17068,Low,35-44,Homeowner,Worker,Not-Young,Women,worker,180385,167385,2008
22812.8912187255,59236,Middle,35-44,Homeowner,Worker,Not-Young,Man,worker,420708,433308,2008
10861.1364165587,56603.512,Middle,45-54,Homeowner,Worker,Not-Young,Man,manager,180304,242287,2008
3290.66381396494,7306.108,Low,75,Homeowner,Worker,Not-Young,Man,retired,184472,186025.8,2008
2316.39025894111,7421.568,Low,65-75,Homeowner,Non-Worker,Not-Young,Women,inactive,192323,204323,2008
76.719299170093,22790.8,Middle,75,Homeowner,Worker,Not-Young,Women,retired,102172,102672,2008
8770.1205914525,48192,Middle,54-65,Homeowner,Non-Worker,Not-Young,Man,inactive,252425,525077.8,2008
1899.42524004213,34678.16,Middle,54-65,Homeowner,Worker,Not-Young,Women,inactive,150253,147553,2008
4445.89521238488,32128,Middle,54-65,Homeowner,Non-Worker,Not-Young,Women,inactive,180304,184304,2008
366.551679722591,6034.04,Low,45-54,Homeowner,Worker,Not-Young,Man,worker,360607,378617,2008
5214.61516776052,111888.772,High,35-44,Non-Owner,Non-Worker,Not-Young,Man,self-employed,360962,535517.4,2008
1013.44911434697,22489.6,Middle,0-34,Non-Owner,Worker,Young,Man,worker,0,-7210,2008
1001.95837514196,14056,Low,45-54,Homeowner,Worker,Not-Young,Women,inactive,240405,252405,2008
3153.45874547198,13105.4128,Low,75,Homeowner,Worker,Not-Young,Women,retired,189955.6,192955.6,2008
7873.438707576,25939.344,Middle,45-54,Homeowner,Worker,Not-Young,Women,inactive,150000,138420,2008
945.646500507414,48192,Middle,35-44,Homeowner,Worker,Not-Young,Women,worker,1578606.8,1627606.8,2008
1633.78972507485,46184,Middle,54-65,Homeowner,Worker,Not-Young,Man,inactive,228385,207845,2008
6684.31007855364,70782,Middle,65-75,Homeowner,Worker,Not-Young,Women,retired,1532581,1864875.4,2008
4002.78283885819,8899.2552,Low,65-75,Non-Owner,Worker,Not-Young,Man,retired,0,6000,2008
3477.01657279483,8443.64,Low,75,Homeowner,Worker,Not-Young,Man,retired,60101,60601,2008
1.59373624470298,64792.7384,Middle,54-65,Homeowner,Non-Worker,Not-Young,Women,inactive,9e+05,15055965,2008
79.5436015501062,20551.0768,Middle,0-34,Non-Owner,Worker,Young,Women,inactive,26000,30633.2,2008
4956.20700164904,17068,Low,65-75,Homeowner,Worker,Not-Young,Man,retired,645661.8,659681.8,2008
9734.79999182296,27108,Middle,35-44,Homeowner,Worker,Not-Young,Women,worker,210354,223854,2008
1034.10879293142,35734.9704,Middle,45-54,Homeowner,Non-Worker,Not-Young,Women,inactive,661113,663113,2008
3068.64272623378,49647.8,Middle,0-34,Non-Owner,Worker,Young,Women,inactive,0,31000,2008
13587.2575036618,28513.6,Middle,0-34,Homeowner,Worker,Young,Man,worker,69117,74117,2008
157.191600598626,87548.8,High,45-54,Homeowner,Worker,Not-Young,Man,manager,450759,695459,2008
148.888472749021,40260.4,Middle,65-75,Homeowner,Worker,Not-Young,Man,retired,210355,549855,2008
4169.70855893214,34171.5416,Middle,65-75,Homeowner,Worker,Not-Young,Man,retired,252525.8,255525.8,2008
180.746531582314,26385.12,Middle,75,Homeowner,Non-Worker,Not-Young,Man,retired,721541,1771541,2008
1755.97825292402,49582.1384,Middle,75,Homeowner,Worker,Not-Young,Man,retired,462779,524850,2008
3119.37372996684,32228.4,Middle,75,Homeowner,Non-Worker,Not-Young,Women,inactive,180304,204104,2008
2246.19460693642,40641.92,Middle,35-44,Non-Owner,Worker,Not-Young,Man,worker,0,600,2008
160.170930212804,83183.8096,High,45-54,Homeowner,Worker,Not-Young,Man,inactive,1109774,1188259.2,2008
3133.03050661015,44176,Middle,35-44,Homeowner,Worker,Not-Young,Man,worker,77000,79000,2008
4560.32461586925,36395,Middle,35-44,Non-Owner,Non-Worker,Not-Young,Women,inactive,0,328994.4,2008
10374.1651877345,39201.18,Middle,54-65,Non-Owner,Worker,Not-Young,Man,worker,72121,125828.2,2008
6874.75469632287,5084.8584,Low,75,Homeowner,Non-Worker,Not-Young,Women,inactive,30051,34051,2008
142.854508035185,93572.8,High,54-65,Homeowner,Worker,Not-Young,Women,capitalist,1502529,1731366.6,2008
36.4413956185655,27108,Middle,54-65,Homeowner,Worker,Not-Young,Man,worker,630000,633800,2008
4923.14260237837,16365.2,Low,65-75,Homeowner,Non-Worker,Not-Young,Man,retired,326260.8,377760.8,2008
312.347016747791,55551.32,Middle,45-54,Non-Owner,Non-Worker,Not-Young,Women,self-employed,0,64095,2008
27.8882726241356,38654,Middle,54-65,Non-Owner,Worker,Not-Young,Women,inactive,270000,312000,2008
1571.37476486485,27449.36,Middle,45-54,Homeowner,Worker,Not-Young,Man,worker,131400,179230,2008
6747.90397626227,10843.2,Low,45-54,Homeowner,Worker,Not-Young,Women,worker,228385,237485,2008
14368.8180787606,0,Low,54-65,Homeowner,Worker,Not-Young,Man,worker,34988.4,36188.4,2008
279.316252298625,71886.4,Middle,75,Homeowner,Non-Worker,Not-Young,Man,retired,408223,4472774.4,2008
31.8874178265686,177708,High,45-54,Homeowner,Worker,Not-Young,Women,manager,1200000,10415000,2008
169.194373841884,11108.256,Low,65-75,Homeowner,Worker,Not-Young,Man,inactive,75126.5,78126.5,2008
9952.21153913714,8433.6,Low,75,Homeowner,Worker,Not-Young,Women,inactive,60101,60701,2008
350.090323798923,25441.7616,Middle,75,Homeowner,Non-Worker,Not-Young,Man,retired,420709,574749,2008
412.204845070846,96097.2576,High,54-65,Homeowner,Worker,Not-Young,Man,worker,946104.1,1065104.1,2008
245.685017821063,6325.2,Low,65-75,Homeowner,Worker,Not-Young,Man,retired,219967.4,223967.4,2008
2916.88158788852,17068,Low,75,Homeowner,Non-Worker,Not-Young,Man,retired,24040,37349,2008
79.4585893663408,9036,Low,75,Homeowner,Non-Worker,Not-Young,Women,inactive,270455,324061,2008
8610.26555819859,18778.816,Low,35-44,Homeowner,Worker,Not-Young,Women,worker,225453,226773,2008
4204.85068896351,58232,Middle,45-54,Homeowner,Worker,Not-Young,Man,worker,901518,906518,2008
7027.44088708973,18072,Low,35-44,Homeowner,Worker,Not-Young,Women,worker,70202,68602,2008
156.025073150211,190760,High,45-54,Homeowner,Non-Worker,Not-Young,Man,capitalist,3126822,4193822,2008
1218.07566947248,14256.8,Low,65-75,Homeowner,Worker,Not-Young,Man,retired,721012,723012,2008
8576.06921120851,4216.8,Low,54-65,Homeowner,Worker,Not-Young,Man,retired,300506,300506,2008
82.184606892857,29116,Middle,0-34,Non-Owner,Worker,Young,Women,worker,0,11000,2008
601.209799585712,92368,High,45-54,Homeowner,Worker,Not-Young,Man,worker,560557,675960.6,2008
268.085512348316,27810.8,Middle,54-65,Homeowner,Worker,Not-Young,Man,capitalist,385672.98,726272.98,2008
5350.13828977455,66073.0392,Middle,35-44,Homeowner,Worker,Not-Young,Women,worker,240405,259905,2008
10428.6465922411,16746.72,Low,45-54,Non-Owner,Non-Worker,Not-Young,Man,worker,0,45381,2008
61.3360110160262,115982.08,High,75,Homeowner,Worker,Not-Young,Man,retired,3750817.6,4036114.2,2008
64.8536364110863,28915.2,Middle,54-65,Homeowner,Worker,Not-Young,Man,retired,901518,2969599,2008
13224.3991302882,26104,Middle,35-44,Homeowner,Worker,Not-Young,Women,worker,558941,559441,2008
152.315142954467,127997.952,High,54-65,Homeowner,Worker,Not-Young,Women,inactive,615336.6,1973336.6,2008
3555.78592600104,8433.6,Low,65-75,Homeowner,Worker,Not-Young,Women,inactive,48000,48600,2008
353.764982987846,135881.36,High,54-65,Homeowner,Worker,Not-Young,Man,retired,1673861.9,3727397.9,2008
486.237534476861,14658.4,Low,65-75,Homeowner,Non-Worker,Not-Young,Man,retired,150253,154568.4,2008
2689.85879275445,14262.0208,Low,75,Homeowner,Non-Worker,Not-Young,Women,inactive,150253,154253,2008
3047.69034708308,45443.8512,Middle,54-65,Homeowner,Worker,Not-Young,Man,manager,298990.2,344441.8,2008
357.918410030899,94878,High,45-54,Homeowner,Non-Worker,Not-Young,Women,self-employed,811366,1091170,2008
3631.8036807935,26706.4,Middle,54-65,Homeowner,Worker,Not-Young,Man,inactive,195304,258004,2008
1990.14026753702,51304.4,Middle,54-65,Homeowner,Worker,Not-Young,Man,worker,192323,200323,2008
5398.78384937549,43754.32,Middle,45-54,Homeowner,Worker,Not-Young,Man,worker,420709,479417,2008
5719.19552154863,8734.8,Low,54-65,Homeowner,Worker,Not-Young,Women,inactive,90152,123152,2008
144.922809970269,18503.72,Low,54-65,Homeowner,Non-Worker,Not-Young,Women,inactive,276465,335484,2008
1682.4930392607,22951.44,Middle,65-75,Homeowner,Worker,Not-Young,Man,retired,330557,349587,2008
3718.66131935135,36144,Middle,65-75,Homeowner,Worker,Not-Young,Women,retired,120202,119264,2008
150.838281900887,106624.8,High,65-75,Homeowner,Worker,Not-Young,Man,retired,679235,2018235,2008
16679.0709557696,5421.6,Low,35-44,Homeowner,Worker,Not-Young,Man,worker,60101,60401,2008
22272.8311454185,44727.196,Middle,54-65,Non-Owner,Worker,Not-Young,Man,worker,18030,19330,2008
4438.56963061711,215558.8,High,54-65,Homeowner,Worker,Not-Young,Man,worker,829397,2614848,2008
3203.01004197687,16267.812,Low,54-65,Homeowner,Worker,Not-Young,Women,inactive,120202,110282,2008
5068.70487524271,22229.9656,Middle,35-44,Homeowner,Worker,Not-Young,Women,worker,120202,130202,2008
138.75211817342,18272.8,Low,54-65,Homeowner,Worker,Not-Young,Man,retired,398181.6,398281.6,2008
1381.67209391706,34310.0936,Middle,45-54,Homeowner,Worker,Not-Young,Women,inactive,119368.5,116617.3,2008
34360.503830793,55332.448,Middle,0-34,Homeowner,Worker,Young,Women,worker,210810,196062.8,2008
40.2521377401259,37570.0816,Middle,75,Homeowner,Non-Worker,Not-Young,Man,retired,1288485.5,1670480.5,2008
4287.63267914671,7384.8216,Low,65-75,Homeowner,Non-Worker,Not-Young,Women,retired,66111,64069.2,2008
2257.55492659265,15666.416,Low,65-75,Homeowner,Worker,Not-Young,Man,retired,102593,286608,2008
1360.47867552812,6668.568,Low,75,Homeowner,Worker,Not-Young,Women,retired,84142,84142,2008
1902.51959030788,16064,Low,75,Homeowner,Worker,Not-Young,Women,retired,601012,606012,2008
814.406888348678,25100,Middle,45-54,Homeowner,Worker,Not-Young,Man,worker,174000,152300,2008
2691.17376829293,17068,Low,35-44,Homeowner,Worker,Not-Young,Women,worker,180304,142503,2008
3092.44949915255,33864.5184,Middle,35-44,Homeowner,Worker,Not-Young,Man,worker,258160.4,267495.8,2008
61.0060186083428,153712.4,High,54-65,Homeowner,Worker,Not-Young,Man,retired,1225201.5,1705201.5,2008
2893.8335484661,6807.12,Low,65-75,Homeowner,Non-Worker,Not-Young,Women,inactive,50091,52291,2008
3404.67261758789,8007.5024,Low,54-65,Non-Owner,Worker,Not-Young,Women,inactive,0,0,2008
629.33216811273,51006.212,Middle,45-54,Non-Owner,Worker,Not-Young,Man,worker,12020.25,14020.25,2008
87.9039786434691,136544,High,65-75,Homeowner,Non-Worker,Not-Young,Man,retired,9796497,9307863.2,2008
2253.41633172401,21412.308,Middle,45-54,Non-Owner,Worker,Not-Young,Women,inactive,0,-3900,2008
1760.76395283831,10120.32,Low,65-75,Non-Owner,Worker,Not-Young,Man,retired,0,-1900,2008
2408.19123153037,13052,Low,65-75,Non-Owner,Worker,Not-Young,Man,retired,0,1500,2008
4788.63231575661,18373.2,Low,35-44,Homeowner,Worker,Not-Young,Man,worker,234395,246995,2008
7.57971452443773,48192,Middle,65-75,Homeowner,Non-Worker,Not-Young,Man,retired,1e+06,9960000,2008
7341.60657832477,8032,Low,75,Homeowner,Worker,Not-Young,Man,retired,258435,260311,2008
77.7823633832888,47188,Middle,54-65,Homeowner,Non-Worker,Not-Young,Man,capitalist,1850915,3486926.8,2008
6016.48304199962,9036,Low,45-54,Homeowner,Worker,Not-Young,Women,worker,174294,165994,2008
183.753251298584,58131.6,Middle,65-75,Homeowner,Worker,Not-Young,Women,inactive,1454221.5,1788668.5,2008
2031.09505608477,7543.4536,Low,65-75,Homeowner,Non-Worker,Not-Young,Women,inactive,272742.6,275742.6,2008
3024.95116552534,28041.72,Middle,35-44,Homeowner,Worker,Not-Young,Man,worker,307708,317208,2008
4813.77868528912,65260,Middle,54-65,Homeowner,Worker,Not-Young,Women,retired,210354,219354,2008
4633.40279885822,38152,Middle,54-65,Homeowner,Non-Worker,Not-Young,Women,inactive,468790,494790,2008
2342.28534482636,60240,Middle,45-54,Homeowner,Worker,Not-Young,Women,worker,150253,144253,2008
1071.03569930982,24096,Middle,0-34,Non-Owner,Worker,Young,Women,worker,0,30000,2008
2209.70074905406,12700.6,Low,75,Homeowner,Worker,Not-Young,Women,inactive,120202,129712,2008
189.927865497549,8401.472,Low,75,Homeowner,Worker,Not-Young,Women,retired,176921.6,253351.6,2008
5015.58224810791,25723.0824,Middle,45-54,Non-Owner,Worker,Not-Young,Women,worker,0,500,2008
2482.32865566155,14758.8,Low,65-75,Homeowner,Worker,Not-Young,Man,retired,240405,240405,2008
119.580451363307,43774.4,Middle,65-75,Homeowner,Worker,Not-Young,Man,retired,178314,408624.4,2008
3153.45874547198,16566,Low,65-75,Homeowner,Worker,Not-Young,Man,retired,120202,113507.4,2008
253.154468023906,10441.6,Low,75,Homeowner,Worker,Not-Young,Women,inactive,1788010.5,2001369.5,2008
31.0307970442535,23493.6,Middle,54-65,Homeowner,Worker,Not-Young,Man,retired,300506,628506,2008
423.539180533792,11100.4248,Low,75,Homeowner,Non-Worker,Not-Young,Women,inactive,300506,304438.8,2008
123.952864170083,34641.012,Middle,75,Homeowner,Worker,Not-Young,Women,retired,841417,894101,2008
3174.43307974107,45682,Middle,35-44,Homeowner,Worker,Not-Young,Man,worker,219570,219970,2008
3126.63044038226,22524.74,Middle,54-65,Homeowner,Worker,Not-Young,Women,retired,330557,434719,2008
5313.2476944148,64256,Middle,65-75,Non-Owner,Worker,Not-Young,Man,retired,0,13000,2008
3959.99006541537,17469.6,Low,54-65,Homeowner,Worker,Not-Young,Women,worker,64665.8,64665.8,2008
57.9058748702149,21686.4,Middle,65-75,Homeowner,Worker,Not-Young,Man,retired,781316,1089830.6,2008
5299.74840667706,38569.8648,Middle,0-34,Homeowner,Non-Worker,Young,Women,self-employed,15706,14536.8,2008
19.9580321182118,141750.3424,High,65-75,Homeowner,Non-Worker,Not-Young,Man,retired,1442428,1649128,2008
655.398214431398,99998.4,High,45-54,Homeowner,Non-Worker,Not-Young,Women,self-employed,1569239,4053977,2008
4050.22262459055,6024,Low,75,Homeowner,Non-Worker,Not-Young,Women,inactive,67229.2,68955.6,2008
2223.54282885136,16236.688,Low,65-75,Homeowner,Worker,Not-Young,Man,retired,267450,280450,2008
2233.00521377726,19678.4,Low,45-54,Non-Owner,Worker,Not-Young,Women,worker,0,2200,2008
291.128168572694,57228,Middle,35-44,Homeowner,Worker,Not-Young,Women,worker,833385.432,831385.432,2008
277.436774829239,105620.8,High,45-54,Homeowner,Worker,Not-Young,Women,manager,414699,563699,2008
23.4198293190555,47839.1944,Middle,54-65,Homeowner,Non-Worker,Not-Young,Man,self-employed,742191.6,1095540.6,2008
3029.28873140835,25702.4,Middle,54-65,Homeowner,Worker,Not-Young,Man,worker,540911,572911,2008
192.999843978951,46184,Middle,54-65,Homeowner,Non-Worker,Not-Young,Man,self-employed,1050911,2813951,2008
283.302519202418,25903.2,Middle,54-65,Homeowner,Worker,Not-Young,Man,worker,5e+05,657400,2008
22.3909290274975,27108,Middle,54-65,Non-Owner,Worker,Not-Young,Man,self-employed,0,-5100,2008
15292.3756322482,52896.3424,Middle,0-34,Homeowner,Worker,Young,Women,worker,54091,4391,2008
6205.18905443174,28312.8,Middle,0-34,Homeowner,Worker,Young,Man,worker,26182,21382,2008
